 frequency       inoise_spectrum onoise_spectrum
 3.63894599e+07  1.75534624e-07  1.48671337e-09 
 3.84915902e+07  1.83752907e-07  1.38403460e-09 
 4.07151555e+07  1.92542617e-07  1.28990864e-09 
 4.30671707e+07  2.01909521e-07  1.20362491e-09 
 4.55550561e+07  2.11854038e-07  1.12451633e-09 
 4.81866605e+07  2.22370883e-07  1.05196098e-09 
 5.09702863e+07  2.33448876e-07  9.85382602e-10 
 5.39147154e+07  2.45070942e-07  9.24250141e-10 
 5.70292370e+07  2.57214309e-07  8.68076500e-10 
 6.03236769e+07  2.69850919e-07  8.16416616e-10 
 6.38084285e+07  2.82948042e-07  7.68865082e-10 
 6.74944857e+07  2.96469066e-07  7.25053456e-10 
 7.13934775e+07  3.10374439e-07  6.84647391e-10 
 7.55177045e+07  3.24622709e-07  6.47343698e-10 
 7.98801781e+07  3.39171613e-07  6.12867433e-10 
 8.44946611e+07  3.53979160e-07  5.80969088e-10 
 8.93757115e+07  3.69004641e-07  5.51421934e-10 
 9.45387283e+07  3.84209537e-07  5.24019554e-10 
 1.00000000e+08  3.99558251e-07  4.98573592e-10 
