 frequency       AmagdB          Aphdeg         
 3.25233387e+06 -9.72397956e+00 -1.00428746e+02 
 3.44021326e+06 -1.02424918e+01 -1.01053065e+02 
 3.63894599e+06 -1.07642991e+01 -1.01701989e+02 
 3.84915902e+06 -1.12897079e+01 -1.02375889e+02 
 4.07151555e+06 -1.18190430e+01 -1.03074966e+02 
 4.30671707e+06 -1.23526463e+01 -1.03799227e+02 
 4.55550561e+06 -1.28908745e+01 -1.04548447e+02 
 4.81866605e+06 -1.34340965e+01 -1.05322146e+02 
 5.09702863e+06 -1.39826892e+01 -1.06119549e+02 
 5.39147154e+06 -1.45370326e+01 -1.06939558e+02 
 5.70292370e+06 -1.50975036e+01 -1.07780721e+02 
 6.03236769e+06 -1.56644687e+01 -1.08641203e+02 
 6.38084285e+06 -1.62382747e+01 -1.09518764e+02 
 6.74944857e+06 -1.68192392e+01 -1.10410740e+02 
 7.13934775e+06 -1.74076382e+01 -1.11314040e+02 
 7.55177045e+06 -1.80036946e+01 -1.12225150e+02 
 7.98801781e+06 -1.86075638e+01 -1.13140148e+02 
 8.44946611e+06 -1.92193201e+01 -1.14054739e+02 
 8.93757115e+06 -1.98389424e+01 -1.14964311e+02 
 9.45387283e+06 -2.04663008e+01 -1.15864001e+02 
 1.00000000e+07 -2.11011437e+01 -1.16748793e+02 
 1.05776756e+07 -2.17430871e+01 -1.17613621e+02 
 1.11887221e+07 -2.23916067e+01 -1.18453508e+02 
 1.18350673e+07 -2.30460326e+01 -1.19263699e+02 
 1.25187503e+07 -2.37055488e+01 -1.20039830e+02 
 1.32419279e+07 -2.43691968e+01 -1.20778077e+02 
 1.40068818e+07 -2.50358845e+01 -1.21475322e+02 
 1.48160252e+07 -2.57043998e+01 -1.22129305e+02 
 1.56719108e+07 -2.63734301e+01 -1.22738752e+02 
 1.65772389e+07 -2.70415852e+01 -1.23303483e+02 
 1.75348655e+07 -2.77074247e+01 -1.23824487e+02 
 1.85478119e+07 -2.83694879e+01 -1.24303951e+02 
 1.96192737e+07 -2.90263242e+01 -1.24745246e+02 
 2.07526313e+07 -2.96765234e+01 -1.25152866e+02 
